node_id,node_name,node_summary,node_et_equivalent
5174,Oxfordi filosoofia,,
1508,Christian Wolff,"pisi|Johann Georg Wille.  Christian Wolffi portree Christian Wolff (hiljem Christian Freiherr von Wolff; 24.  jaanuar 1679 Breslau – 9.  aprill 1754) oli saksa filosoof, üks saksa valgustuse rajajaid Christian Thomasiuse kõrval.  Temalt pärineb Leibnizi-Wolffi filosoofia.   Elulugu Christian Wolff sündis 24.  jaanuaril 1679 parkali pojana.  Teda kasvatati ortodoksse luterluse vaimus ja temast pidi saama pastor.  Et disputeerida katoliiklastest kaaslastega, uuris ta Aquino Thomase, Francisco Suáreze jt s.",Christian Wolff (philosopher)
6422,Teadmiseargument,"Teadmiseargument ehk teadmise argument (knowledge argument) on vaimufilosoofias füsikalismivastane argument, mis ütleb, et teadmine kvaalide kohta ei ole füüsikaline teadmine, ning järelikult on maailmas midagi niisugust, mis ei ole füüsikaline.    Argumendile pani nime Frank Jackson, kes esitas selle artiklis ""Epifenomenilised kvaalid"" (1982).   See on üks tähtsamaid füsikalismivastaseid argumente ning seda on filosoofilises kirjanduses palju arutatud.    Eellugu Väide, et füüsikaline teadmine ei .",
1413,Buckminster Fuller,"pisi|Buckminster Fuller (1973) Richard Buckminster Fuller (12.  juuli 1895 Milton, Massachusetts – 1.  juuli 1983 Los Angeles) oli ameerika arhitekt, disainer, leiutaja ja futuroloog.   Fuller sai rahvusvaheliselt tuntuks 1967.  aastal Montrealis näitusel EXPO-67 Ameerika Ühendriikide paviljonis püstitatud geodeetilise kupliga (Montreali biosfäär).   Tunnustus 1963 – valiti Ameerika Kunstide ja Kirjanduse Akadeemia liikmeks 1968 – valiti Ameerika Kunstide ja Teaduste Akadeemia liikmeks 1970 – Ameerik.",Buckminster Fuller
3940,L (häälik),,
2990,Inimvaim,,
4537,Metafüüsika 11,,
4698,Monmouthshire,"Monmouthshire on tervikomavalitsus Walesis, selle keskus on Usk.   12,9% Monmouthshire'i elanikest oskab kõmri keelt.    Välislingid   http://www. monmouthshire. gov. uk/  Kategooria:Walesi tervikomavalitsused.",Monmouthshire
6850,Ukraina,"Ukraina (ukraina keeles Україна Ukrajina [ukrɑˈjinɑ]) on riik Ida-Euroopas.  Asub Musta mere ja Aasovi mere ääres; piirneb Rumeenia ja Moldovaga edelas, Ungari ja Slovakkiaga läänes, Poolaga loodes, Valgevenega põhjas ja Venemaaga idas.  Pindalalt (603 628 km²) on Ukraina 45.  kohal maailmas ja suurim tervenisti Euroopas asuv riik (Venemaa on suurem, kuid suurem osa tema territooriumist on Aasias).   Seisuga 1.  jaanuar 2021 elas Ukrainas (välja arvatud Venemaa poolt annekteeritud Krimm koos Sevastop.",Ukraine
3260,"John Russell, kuues Bedfordi hertsog",,
6390,Tantsukunst,"  pisi|Eesti rahvatantsu esitamine Vanemuise kontserdimaja laval 1985.  aastal pisi|Tartus tegutsev vene mustlastantsu- ja lauluansambel Maljarka esinemas Tantsukunst on kunstivorm, milles kunstiline väljendus toimub kehaliigutuste ehk tantsu abil.  Levinud on rütmilisus, sageli (kuid mitte alati) kasutatakse tantsu saateks muusikat.  Etenduskunstina on tants lähedalt seotud teatriga.  Mõnede allikate järgi on tantsukunst sama mis koreograafia (laias mõttes).   Tantsukunsti täpset vanust on salvestus.",
5052,Olemuslik tunnus,,
7186,Vulkaanide loend,Siin on loetletud vulkaane.  Tegevvulkaanid on eraldi loetletud ka tegevvulkaanide loendis.   A Albemarle –  Alcedo – Agung –  Amargura – Ampato – Anatahan –     Apo – Aragats – Ararat -    Arenal - Asama –  Askja –  Aso – Asuncion – Aždahak - Augustine - Avatša –  Awoe  B Baker –  Bandai –  Bárðarbunga –  Barren –  Batur –  Beerenberg –  Bezõmjannõi –  Bisoke - Bogoslov –  Bromo –  Bulusani vulkaan –  Burney  C Capelinhos – Cayambe – Cerro Azul (Galápagose saared) –   Chimborazo –  Chupiquiña –  .,Lists of volcanoes
1364,Blaise Pascal,"Blaise Pascal (19.  juuni 1623 Clermont-Ferrand, Auvergne'i provints, Prantsusmaa – 19.  august 1662 Pariis) oli prantsuse matemaatik, füüsik ja filosoof.    Elulugu  Tee teaduseni Blaise Pascal sündis Clermontis, kus tema isa Étienne Pascal pidas Auvergne'i maksuringkonna valitava kuningliku nõuniku ametit.  Ema Antoinette Bégon suri, kui Blaise oli kolmeaastane, vanem õde Gilberte kuuene ja noorem õde Jacqueline mõnekuune.   Étienne Pascal uuesti ei abiellunud.  1631 kolis perekond Pariisi, muuhulga.",Blaise Pascal
464,26. märts,"26.  märts on Gregoriuse kalendri 85.  (liigaastal 86. ) päev.  Juliuse kalendri järgi 13.  märts (1901–2099).  Aasta lõpuni on 280 päeva.    Sündmused   Eestis   1821 – Karl von Lueder immatrikuleeriti Eestimaa rüütelkonda.   1905 – lõppes kaubalaevaseltsi ""Linda"" aktsiate väljamaksmine; iga 100-rublase aktsia eest said omanikud 22 rubla.    1922 – toimusid Eesti meistrivõistlused raskejõustikus; osales 82 sportlast. ESBL veebis  (vaadatud 29. 12. 2014)  1931 – Estonia teatris toimus Ernst Idla võimlemisrü.",March 26
4521,Meregeoloogia,"Meregeoloogia on geoloogia haru, mis tegeleb maailmamere põhja ja rannikualade geofüüsikaliste, geokeemiliste, sedimentoloogiliste ja paleontoloogiliste protsesside ja nähtuste uurimisega.  Meregeoloogia on tihedalt seotud füüsilise okeanograafia ja laamtektoonikaga.   Ühed olulisimad meregeoloogia uurimisobjektid on ookeanide keskahelikud, kus toimub aktiivne vulkanism ja leidub arvukalt hüdroterme.  Ookeanide keskahelikke võib vaadelda hiiglaslike riftivöönditega, kus pidevalt toodetakse uut ooke.",Marine geology
2866,Ideaalkeelefilosoofia,,
4000,Legism,"Legism (ka legalism; hiina 法 家, pinyin'is fǎjiā) oli Vana-Hiina sõdivate riikide ajastu (475–221 eKr) üks neljast filosoofilisest õpetusest taoismi, konfutsianismi ja moismi kõrval.  Legismi näol on tegemist pragmaatilise poliitilise filosoofiaga, mis taotleb valitseja võimu suurendamist; legism ei püüa vastata fundamentaalsetele filosoofilistele küsimustele.   Qini dünastia valitsusajal oli legism riigifilosoofia staatuses.  Kuigi legism suruti alates Hani dünastiast ametliku mõttevoolu staatusest.",Legalism
1032,Anu Saluäär,"pisi|Anu Saluäär (2004) Anu Saluäär (sünninimi Anu Vaher; alates 2011.  aastast Anu Saluäär-Kall, tõlkijanimega Anu Saluäär; on kasutanud pseudonüümi Anna Ydberg; sündinud 16.  septembril 1948) on eesti tõlkija ja toimetaja.    Haridus Anu Saluäär lõpetas Tartu Riikliku Ülikooli 1972.  aastal eesti filoloogia alal, lisaerialana skandinaavia keeled.    Töökäik Aastatel 1972–1975 töötas Anu Saluäär kirjastuse Eesti Raamat korrektorina, 1975–1976 Eesti Teaduste Akadeemia kirjastusosakonna tehnilise toim.",
6274,Suzanne Mansion,,
294,1927,1927.  aasta (MCMXXVII) oli 20.  sajandi 27.  aasta.    Sündmused maailmas    Jaanuar    . . .    Veebruar    . . .    Märts    . . .    Aprill    . . .    Mai  9.  mai – Austraalia pealinnaks sai Melbourne'i asemel Canberra.  21.  mai – Charles Lindbergh maandus Pariisi Le Bourget' lennuväljal kell 22:22 pärast esimest soololendu üle Atlandi ookeani.    Juuni    . . .    Juuli    . . .    August    . . .    September    . . .    Oktoober    . . .    November    . . .    Detsember    . . .    Sündmused Eestis  1.  jaanuar – Eesti poksij.,1927
3398,Kaliningrad,"pisi|Moskva prospekt  Kaliningrad (vene Калининград, leedu Karaliaučius, poola Królewiec) on Venemaa sadamalinn Läänemere lõunakaldal, Kaliningradi oblasti keskus.   Linn kandis 1946.  aastani nime Königsberg.   Enne 1255.  aastat kandis linn preisikeelset nime Twangste.  Aastatel 1457–1945 oli see Ida-Preisimaa pealinn, kultuuri- ja majanduskeskus ning Saksamaa põhjapoolseim suurlinn.  Selle ametlik nimi oli kuni 1936.  aastani Königsberg in Preußen, aastatel 1945–1946 kirillitsas Кёнигсберг.    Kalini.",Kaliningrad
1797,Douglas Burnham,,
2725,Hereesia,,
6043,Shusigakuha,,
96,1697,"1697.  aasta (MDCXCVII) oli 17.  sajandi 97.  aasta.    Sündmused maailmas    Hispaanlased vallutasid viimase iseseisva maia linnriigi, Petén Itzá järve ääres asuva itsa riigi pealinna Tayasali.    Sündmused Eestis   Venemaa tsaar Peeter I ja tema kaaskond alustab ulatuslikku välisreisi EuroopasseEesti ajalugu: kronoloogia.  2007.  Koostanud Sulev Vahtre.  Teine trükk.  Kirjastus Olion.  Lk 88.  Peatutakse ka Vastseliina linnuses.   . . .    Sündinud    . . .    Surnud    5.  aprill – Karl XI, Rootsi kuningas  Vii.",1697
5970,Saul Bellow,"thumb|Saul Bellow Saul Bellow (sünninimega Solomon Bellows; 10.  juuni 1915 Lachine, Québec, Kanada – 5.  aprill 2005) oli Kanada päritolu USA kirjanik.    Tunnustus 1958 – valiti Ameerika Kunstide ja Kirjanduse Akadeemia tegevliikmeks 1976 – Nobeli kirjandusauhind 1988 – National Medal of Arts 1998 – valiti Ameerika Filosoofiaseltsi liikmeks   Teosed eesti keeles   ""Püüa päeva"".  Tõlkinud Enn Soosaar.  Loomingu Raamatukogu 1968, nr 11/12; 2.  trükk ""Eesti Päevalehe raamat"" 2007  ""Herzog"".  Tõlkinud En.",Saul Bellow
3484,Katoliiklus,"thumb|300px|Rooma Peetri kirik - 2014 Katoliiklus (kreeka sõnast καθολικός (katholikós) 'üleüldine', 'universaalne') ehk katolitsism on kristluse levinuim usutunnistus, mis tunnustab paavsti oma vaimuliku peana; õigeusu ja protestantismi kõrval üks kolmest kristluse põhiharust.  Katoliikluseks nimetatakse ka Rooma Katoliku Kiriku õpetust.    Katoliikluse aluseks on Piibel koos deuterokanooniliste raamatutega, püha pärimus ning kiriklik traditsioon; neid käsitab katoliiklus Jumala vahetu ilmutuse a.",Catholicism
4269,Maailma ajalugu,,
5529,Prizreni liiga,"pisi|Hoone Prizrenis Kosovos, kus liiga asutati pisi|Autonoomiat sooviti nii-öelda Suur-Albaania alla koondunud neljale selgelt eristunud vilajetile: İşkodra, Yannina, Monastir ja Kosovo Albaania rahva õiguste kaitse liiga (albaania keeles Lidhja për mbrojtjen e të drejtave te kombit Shqittar) oli Albaania poliitiline organisatsioon, mis asutati 5.  jaanuaril 1877.  Liiga alustas ametlikult tegevust Prizreni vanalinnas 10.  juunil 1878.  Linn asus tollal Osmanite riigi territooriumil Kosovo vilajeti.",League of Prizren
7134,Vikipeedia:Neutraalne vaatepunkt,"Vikipeedia üks põhimõtteid on, et artiklid peavad lähtuma neutraalsest vaatepunktist (NVP).   See tähendab, et tekst kui tervik esitab ausalt, tasakaalustatult ning, kui vähegi võimalik, ilma autoripoolsete eelistusteta kõiki teema suhtes olulisi seisukohti, mis on avaldatud usaldusväärses allikas.  Kõik Wikipedia artiklid ja kogu muu entsüklopeediline sisu peab sellest põhimõttest lähtuma.  Neutraalsuspõhimõtet ei vaidlustata ning seda peavad järgima kõik kirjutajad, toimetajad ja artiklid.   Neutr.",Neutral point of view
1005,Antiikareg,,
2933,Implikatuur,"Implikatuur on Paul Grice'ilt pärinev (lingvistilise) pragmaatika termin, mis tähistab vihjamisi edasi antud infot, mida ütleja otseselt ei väljenda, kuid mille kuulaja siiski vastu võtab. H.  P.  Grice (1975) ""Logic and conversation. ""   Näiteks lause ""Mari sünnitas lapse ja abiellus"" vihjab tugevalt, et Mari sai lapse enne pulmi.  Samas rangelt võttes oleks lause tõene ka siis, kui Mari sünnitas lapse pärast abiellumist.  Kui algsele lausele lisada täpsustus ""– mitte tingimata selles järjekorras"", s.",Implicature
1510,Christian von Wolff,,
4777,Mälu,"Mälu on (organismi) võime salvestada, säilitada ja taasesitada informatsiooni, ehk ka võime kasutada kogemusi.  Mälu parandavaid tehnikaid nimetatakse mnemoonikateks.   Mälu ilmneb kõigil elu evolutsiooni etappidel, kuid on saavutanud suurima keerukuse inimese puhul.   Selgroogsete loomade mälu anatoomiliseks substraadiks peetakse tänapäeval ajukoort ja neurogliiat.   Mälu liigitusi Mälu võimalikke jaotuvusi on mitmeid:  episoodiline mälu, protseduuriline mälu, semantiline mälu  sensoorne mälu, lühi.",Memory
4036,Leopold Julius Kenn,,
2602,Göttingeni ülikool,"Göttingeni ülikool (ka Göttingeni Georg Augusti ülikool, saksa keeles Georg-August-Universität Göttingen) on ülikool Saksamaal Göttingenis.   Ülikooli asutas 1734.  aastal kuningas George II, see avati 1737.  aastal.  See on vanim seni tegutsev ülikool Alam-Saksi liidumaal.   Göttingeni ülikoolis on õpetanud Carl Friedrich Gauss, Bernhard Riemann, Max Born, David Hilbert, Felix Klein, Max Planck, Werner Heisenberg ja veel paljud tuntud teadlased.     Välislingid   Koduleht      Kategooria:Saksamaa üli.",University of Göttingen
4904,Nelson Mandela,"  pisi|Nelson Mandela (2008)  Nelson Rolihlahla Mandela (18.  juuli 1918 Mvezo – 5.  detsember 2013 Johannesburg) oli Lõuna-Aafrika Vabariigi poliitik ja inimõiguslane, Lõuna-Aafrika Vabariigi president, rahvuselt koosa.   Enne presidendiks valimist oli ta apartheidivastase liikumise aktivist ja viibis alates 1962.  aastast 27 aastat vanglas.  Vangistuse ajal kujunes ta apartheidivastase võitluse sümboliks.  Pärast vabanemist 11.  veebruaril 1990 propageeris ta leppimispoliitikat, mis lihtsustas ülemin.",Nelson Mandela
2618,Halb usk,,
5074,Omavalitsus- ja kohtureform,,
1080,Archytas,"   pisi|Archytas pisi|Herculaneumis asunud Papüüruse villast leitud Pythagorase büst, mida varem peeti Archytase omaks Archytas (428 eKr Taras (Suur-Kreeka) – 347 eKr) oli pütagoorlasest filosoof ja matemaatik, täppisteadlane, astronoom, riigimees, strateeg, Platoni kaasaegne.  Hestiaiose või Mnesagorase poeg Archytas kuulus pütagoorlaste koolkonda.  Oli väejuht kolmes sõjas ning seitse korda oma kodulinna Tarase strateeg.  Viis läbi sellist arengupoliitikat, et Taras kujunes Suur-Kreeka üheks suur.",Archytas
3386,Kahene tõde,,
1629,De beata vita,,
6053,Sild,"Sild on insenertehniline ehitis, mida mööda tee ületab loodusliku või tehisliku takistuse.  Enamasti on takistuseks veekogu (jõgi, merelaht, väin) või sügav org.  Olemas on palju sillatüüpe, mis kõik täidavad mingit kindlat ülesannet.  pisi|Golden Gate sild, San Francisco|364x364px   Ajalugu  Primitiivsed sillad  pisi|3000 aastat vana Tarr Stepsi sild Inglismaal thumb|Jalakäijate pais-sild Liivi jõel Koluvere mõisas Esimesed sillad olid looduslikud – näitena võib tuua üle oja varisenud puu, mida mö.",Bridge
3899,Käsk,"Käsk on ülema suuline, kirjalik või märguande vormis tahte väljendus mingi ülesande teostamiseks. Kaitseväe korralduse seadus § 29, 7.  aprillil 2014 kehtinud redaktsioon  Sõjaväes ülema poolt antav käsk sarnaneb üldjuhul tsiviilmõistes korraldusega.  Kirjaliku käsu andmiseks on sõjavägedes kindel kehtestatud vorm ehk standard, mis hõlbustab nii info sisestamist, kui lugemist.  NATO operatsioonikäsu ülesehituse standardi number on STANAG 2014.     Vaata ka   Käsuõigus  Käsuliin  Käsklus  Korraldus   .",
7157,Vittorio Emanuele II,"pisi|Vittorio Emanuele II Vittorio Emmanuele II (Vittorio Emanuele Maria Alberto Eugenio Ferdinando Tommaso; 14.  märts 1820 – 9.  jaanuar 1878) oli ühendatud Itaalia kuningriigi kuningas, enne seda Sardiinia kuningas.   Sardiinia kuningaks sai Vittorio Emanuele II 1849.  aastal.  Selleks jäi ta 17.  märtsini 1861, mil võttis endale Itaalia kuninga tiitli.  Ta oli esimene ühendatud Itaalia kuningas pärast 6.  sajandit.  Itaalia kuninga tiitlit kandis ta oma surmani 1878.  aastal.  Itaallased andsid talle e.",Victor Emmanuel II of Italy
5597,Pythias,,
5856,Romantism (muusika),"Romantism on muusikastiil, mida iseloomustab romantismi tunnuste avaldumine muusikas.   Romantilist muusikat iseloomustab tundmuste rõhutamine, klassikaliste muusikavormide rikkumine, harmoonia muutumine keerukamaks ning muusika programmiline sidumine muusikaväliste ideedega.   Kuna romantismi peetakse 19.  sajandi valitsevaks muusikastiiliks, siis räägitakse ka romantismiajastust, millele eelnes eelromantism ning mis jaotus vararomantismiks, kõrgromantismiks ja hilisromantismiks.   Romantilise muus.",Romantic music
3677,Konfutsianism,"pisi|Õpetlaste kooli üks kanoonilisi alustekste Liji Konfutsianism ehk žusue (hiina keeles 儒學; pinyin'is rúxué 'õpetlaste ehk haritlaste kool') on Hiinast pärinev Kaug-Ida eetika-, poliitika- ja filosoofiasüsteem.  Hiinas žusue või žu nime all tuntud õpetust pole traditsioon kunagi taandanud ühe mõtleja tegevusele.  Küll aga on selle õpetuse eristumine eraldi koolkonnana otseselt seostuv Kong Fuziga, keda väljaspool Hiinat tuntakse Konfutsiuse nime all.   Varajast konfutsianismi ehk žusued on ""Mozi.",Confucianism
1867,Eesmärk,"Eesmärk on tulevikuseisund, mille poole püüeldakse, subjekti kujutlus tulevikust, mille saavutamiseks ta on valmis rakendama tahte (pingutama, ületama raskusi, ja vastutama selle eest, mis välja tuleb).  Enamasti räägitakse eesmärkidest inimtegevuse kontekstis.  Eesmärk on otsus tegelikkuse muutmiseks.  Eesmärgi saavutamiseks peab subjekt ennast ise kontrollima.    Eesmärkide seadmise teooria  Eesmärkide seadmise teooria on sõnastatud empiirilise uuringu põhjal ning seda peetakse üheks kõige tähtsam.",Goal
3282,Josef Labor,,
5109,Organitsism,"Organitsism on vaade, mis kasutab süsteemi mudelina orgaanilist tervikut või elavat organismi, kas kaudselt või sõna otseses mõttes.  See on holistlik vaade.  Organitsism on oluline traditsioon loodusfilosoofia ajaloos, kus see on oponeerinud reduktsionismi ja mehhanitsismiga, 17.  sajandist saati.  Organitsismi õitseaeg oli Saksamaa romantismiEsindajateks muuhulgas Friedrich Schelling ja Goethe.  periood.    Tänapäeva bioloogias on organitsism lähenemine, mis rõhutab organiseerimis poolt (eriti ise o.",Organicism
3684,Konkreetne asi,,
4176,Lootus,"Lootus on optimistlik meelelaad, mis põhineb positiivsete tulemite ootusel, nii isiku enda elus kui maailma suhtes üleüldiselt.   Lootus on üks kristlikest voorustest.   Lootuse vastand on meeleheide.   Kategooria:Psühholoogia Kategooria:Emotsioon.",Hope
416,2010. aastad,2010.  aastad on ajavahemik 2010.  aasta algusest kuni 2019.  aasta lõpuni.    Sündmused ja suundumused  Maailm Araabia kevad 2011.  aasta Sendai maavärin . . .   Eesti 2011.  aastal oli Tallinn Euroopa kultuuripealinn.   Kategooria:21.  sajand.,2010s
607,Ab absurdo,"  Ab absurdo ehk ex absurdo on argument, mis põhjendab väidet või lükkab vastupidise väite ümber, toetudes vastupidise väite või selle ilmsete järelduste absurdsusele.    Kui argument on deduktiivne  ja saadakse vastuolu, siis nimetatakse argumenti reductio ad absurdum.   Kategooria:Loogika.",
2607,H.L. Mencken,,
1052,Apologeedid,"Apologeet on  mingi õpetuse või süsteemi innukas kaitsja, õigustaja ja pooldaja.   Ajalooliselt 2. –3.  sajandil kristlikud kirjanikud (Justinus Märter, Athenagoras, Tertullianus jt), kes kujundasid teoreetiliselt algkiriku õpetust.  Apologeedid põhjendasid ja selgitasid kristluse sisu Rooma keisritele ning kaitsesid end judaistide ja paganluse kristlusevastaste arvamuste eest.   Kategooria:Varakristlus.",
4898,Negatsioon,,
1853,Edward Said,"thumb|Edward Said ja Daniel Barenboim, 2002 thumb|  Edward Wadie Said (1.  november 1935, Jeruusalemm – 25.  september 2003, New York) oli tuntud Palestiina päritolu ameerika kirjandusteoreetik, kriitik ning poliitilise aktivistina Palestiina riigi pooldaja.   Tema tuntuim teos on ""Orientalism"".  Selles raamatus kritiseerib Said Euroopa tsivilisatsiooni märkamatut, kuid püsivat vale-eelduste kogumit, mis viib eelarvamustele araabia-islami kultuuri suhtes.    Teosed eesti keeles   ""Orientalistika krii.",Edward Said
719,Ajakirjanik,"thumb|Reporter Mara Montalbano Ajakirjanik on ajakirjanduses töötav inimene, kes kogub, vahendab, töötleb ja kommenteerib infot toimuvate ürituste ja aset leidnud sündmuste, päevakajaliste inimeste ning muu aktuaalse kohta (uudiseajakirjandus), uurib ja analüüsib lugejatele huvi pakkuvaid teemasid ning teeb neist kokkuvõtteid (uuriv ajakirjandus, olukirjeldused, portreelood jms žanrid).  Üldjuhul tunneb ajakirjanik lisaks ajakirjanduse põhitõdedele ja väärtustele ka suhtekorralduse ja kommunikats.",Journalist
929,Analüütiline tõde,,
5802,Riemanni geomeetria,"Riemanni geomeetria (inglise keeles Riemannian geometry) on diferentsiaalgeomeetria haru, mis uurib Riemanni muutkondi, st lisastruktuuridega diferentseeruvaid muutkondi Riemanni meetrikaga.   Mõnikord, eriti sageli just matemaatilises füüsikas, peetakse Riemanni geomeetria all silmas ka pseudo-Riemanni geomeetriat pseudo-Riemanni meetrikaga, näiteks eri- ja üldrelatiivsusteooria aegruumi geomeetriat.   Riemanni geomeetria rajas 1850.  aastatel Bernhard Riemann.   Eestis ilmunud matemaatikaleksikon .",Riemannian geometry
2614,Hakka muderühm,,
268,1904,"1904.  aasta (MCMIV) oli 20.  sajandi 4.  aasta.  See oli liigaasta.    Sündmused Eestis  30.  jaanuar (ukj) – Londonis toimus legendaarne lühimatš, kus maadleja Georg Hackenschmidt võitis türklast Ahmed Madralit 44 sekundiga, pannes ta selili.  Matši vaatas 10 000 pealtvaatajatESBL veebis (vaadatud 29. 12. 2014).  9.  veebruar (vkj vkj.  27.  jaanuar) – algas Vene-Jaapani sõda, milles osales ka eesti sõjaväelasi.  24.  mai / 6.  juuni – Tallinnas toimus Jean Sibeliuse teoste kontsert autori juhatusel (2.  sümfo.",1904
1091,Argument (täpsustus),"Argument võib olla:   mis tahes suuline või kirjalik tekst või tegu, millega kedagi milleski veenda püütakse (argument) ""Argument"" on Venemaa miilitsa varustusse kuuluv kumminui.   loogikas propositsioonide või väidete süsteem, milles on eristatud eeldus või eeldused ja järeldus (arutlus)  funktsiooni argument matemaatikas funktsiooni sõltumatu muutuja  kompleksarvu argument on nurk reaaltelje ja komplekstasandi nullpunkti ning kopmpleksarvu ühendava sirge vahel  Sõna teisi tähendusi vaata Vikisõ.",Argument (disambiguation)
3610,Klassikaline majandusteadus,"Klassikaline majandusteadus ehk klassikaline poliitiline ökonoomia on mõtteviis majandusteaduses, mis tegeles majanduskasvuga seotud küsimuste uurimisega.  Klassikaline majandusteadus tähendas üleminekut merkantilismilt tänapäevasele majandusteadusele.   Klassikalise majandusteooria peamisteks arendajateks peetakse Adam Smithi, David Ricardot, Thomas Malthusi ja John Stuart Milli.  Mõnedes käsitlustes loetakse klassikalisteks majandusteadlasteks ka William Petty, Johann Heinrich von Thünen ja Karl .",Classical economics
4019,Lennuk,"pisi|Lennuk   Lennuk (varem ka aeroplaan) on inimest kandev õhust raskem õhusõiduk, mis püsib õhus jäigalt kinnitatud kandepinna ehk tiiva tekitatud aerodünaamilise tõstejõu toimel ning millel on tõmmet tekitav jõuseade. Tehnikaleksikon, lk 269.    Sõna etümoloogia  Semiootik Valdur Mikita arvates võis sõna ""lennuk"" tuletaja olla Tarvastu kihelkonnast pärit maamõõtja ja rahvaluulekoguja Johan Lagos, kelle saadetud Kalevipoja-aineliste materjalide abil koostas Kreutzwald ""Kalevipoja"" X ja XVI peatü.",Airplane
5618,Põhjusahel,,
2395,Friedrich Albert Lange,,
7112,Vigane ring,,
47,14. oktoober,"14.  oktoober on Gregoriuse kalendri 287.  (liigaastal 288. ) päev.  Juliuse kalendri järgi 1.  oktoober (1901–2099).    Sündmused   Eestis   1805 – talurahvarahutuste kõrgpunkt: Harjumaal Kose-Uuemõisas ründas u 500 talupoega 100-mehelist sõjaväesalka.  Pärast põhjalikku juurdlust karistati talupoegi karmilt.   1912 – avati Rakvere Gümnaasium.   1919 – Konstantin Pätsi ettepanekul määras Asutav Kogu Riigikohtu asukohaks Tallinna, kuid 1935.  aastani tegutses Riigikohus ajutiselt Tartus.   1925 – ilmus Kai.",October 14
999,Antibiootikumid,"Antibiootikumid on elusorganismide (bakterite, seente) produtseeritud või tööstuslikult sünteesitud ained, mis surmavad mikroorganisme või pärsivad tugevalt nende kasvu ja mis terapeutilistes annustes ei kahjusta makroorganismi.   Antimikroobsed preparaadid on kas antibiootikumid või sünteetilised keemilised ühendid, mis toimivad mikroobe hävitavalt, kuid selguse mõttes kasutatakse mõlemal juhul üldnimetust antibiootikumid.   ATC-kood – enamik inimestele manustatavaid antibiootikume liigitatakse t.",Antibiotics
2684,Helikõrgus,"   Helikõrgus on muusikas heli kokkuleppeline väärtus, mis sõltub helisageduse tajumisest.   Liitheli puhul võib helikõrgus sõltuda subjektiivsest kogemusest, mida põhjustab osahelide kombinatsioon.    Eri helikõrgusega helid võivad moodustada helisüsteemi.  Helisüsteem võib tugineda kammertoonil.   Helikõrgus on üks heli põhiomadusi.   Helikõrgus on üks muusikalisi parameetreid.   Noodikirjas tähistatakse helikõrgust märgi abil, milleks võib olla noot, number, täht, silp või muu märk.   Helikõrguse mä.",Pitch (music)
974,Angažeeritus,,
3217,Johannes Kepler,"Johannes Kepler (ladinapäraselt Ioannes Kepler; 27.  detsember 1571 Weil der Stadt – 15.  november 1630 Regensburg) oli saksa astroloog, astronoom, optik, matemaatik ja natuurfilosoof.   Teda tuntakse Kepleri seaduste (planeetide liikumise seaduste) järgi, mis on esitatud raamatutes ""Astronomia nova"", ""Harmonices Mundi"" ja õpikus ""Koperniku astronoomia kokkuvõte"".  Need tööd olid Isaac Newtoni ülemaailmse gravitatsiooniteooria üks aluseid.   Kepler tegi ka põhjapanevat tööd optika alal ning kinnitas .",Johannes Kepler
3099,Ja,"Ja on sidesõna, mida loomulikus keeles (nt eesti keeles) kasutatakse muu hulgas konnektorina konjunktsiooni väljendamiseks.   Kategooria:Süntaks.",
2816,"Hotell ""Olümpia""",,
269,1905,"1905.  aasta (MCMV) oli 20.  sajandi 5.  aasta.    Sündmused Eestis   25.  jaanuar (vkj 12.  jaanuar) – Tallinnas vallandus tööliste streigiliikumine, mis oli ajendatud mõni päev varem toimunud verisest pühapäevast PeterburisEesti ajalugu: kronoloogia.  2007.  Koostanud Sulev Vahtre.  Teine trükk.  Kirjastus Olion.  Lk 164.  Eestis kestis streik mitu kuud ja laienes ka Tallinnast väljapoole.  Streikijad esitasid algul majanduslikke, hiljem ka poliitilisi nõudmisi.  Ajendatud jaanuarikuu sündmustest, toimusid .",1905
401,20. sajand,"pisi|New Yorgi Park Row tänaval asusid varajased pilvelõhkujad, mis kuulusid peamiselt ajalehetoimetustele; foto umbes aastast 1906 pisi|Sarajevo paar minutit enne atentaati Franz Ferdinandile; seda 28.  juunit 1914.  aastal peetakse Esimese maailmasõja vallandumise daatumiks pisi|20.  sajand nägi mitmete sõltumatute rahvusriikide sündi Euroopas.  Euroopa kaart aastast 1923 pisi|Manhattanil asuv Atlase skulptuur avati Rockefeller Centeris aastal 1937 pisi|II maailmasõda Euroopas 1942.  aastal pisi|Au.",20th century
2481,Genfi Vabariik,,
6380,Tanel Mätlik,,
540,429,"429.  aasta  Sündmused Vana-Rooma konsuliteks olid Florentius ja Dionysius.  Vandaalide kuningas Genseric liikus 80 000 inimest (sõjamehed koos perekondadega) kandva sõjalaevastikuga Hispaaniast üle Gibraltari väina ning itta Kartaago poole, rüüstates teel Põhja-Aafrika linnu.  Theodosius II käsul alustati seadusandluse koostamist (Codex Theodosianus), mis kestis 438.  aastani.   Sündinud . . .   Surnud Honoratus, Arles'i peapiiskop   Viited    .",429
